celebrity,info,question,answer,section
Marilyn Monroe,"Marilyn Monroe was an iconic American actress, model, and singer, born in Los Angeles, California, on June 1, 1926.

### Early life and family background:
**Parents**: Her mother, Gladys Pearl Baker, was a film cutter and her father was reportedly unknown but speculated to be Edward Mortensen. **Siblings**: Marilyn had one half-sister, Berniece Baker Miracle. **Spouse**: She was married three times, to James Dougherty, Joe DiMaggio, and Arthur Miller. **Children**: Monroe did not have any children. **Schooling and early life events**: Monroe spent much of her childhood in foster homes and an orphanage. She attended Van Nuys High School and began modeling while still in school.

### Career Highlights and Collaborations:
Monroe's career took off in the late 1940s, with significant performances in films like ""Gentlemen Prefer Blondes,"" ""Some Like It Hot,"" and ""The Seven Year Itch."" She worked with renowned directors such as Billy Wilder and is celebrated for her unique combination of beauty and comedic talent, which made her a major sex symbol in cinema.

### Important Events and Recognitions:
Monroe's life was marked by several poignant events, including her rise to fame, multiple marriages, and struggles with mental health. She received a Golden Globe Award for Best Actress in a Musical or Comedy for her role in ""Some Like It Hot."" Her tragic death on August 5, 1962, shocked the world and sparked numerous conspiracy theories and investigations.

### Legacy:
Marilyn Monroe remains a lasting symbol of Hollywood glamour and femininity, influencing countless artists and pop culture figures. Her films continue to be popular, and she is remembered not only for her talent but also as a complex figure navigating the challenges of fame, mental health, and gender in a demanding industry. Monroe's image and persona have endured through decades, securing her place as a cultural icon.",Who were Marilyn Monroe's parents?,"Her mother was Gladys Pearl Baker, while her father was reportedly unknown, with speculation that he was Edward Mortensen.",Early life and family background
Marilyn Monroe,"Marilyn Monroe was an iconic American actress, model, and singer, born in Los Angeles, California, on June 1, 1926.

### Early life and family background:
**Parents**: Her mother, Gladys Pearl Baker, was a film cutter and her father was reportedly unknown but speculated to be Edward Mortensen. **Siblings**: Marilyn had one half-sister, Berniece Baker Miracle. **Spouse**: She was married three times, to James Dougherty, Joe DiMaggio, and Arthur Miller. **Children**: Monroe did not have any children. **Schooling and early life events**: Monroe spent much of her childhood in foster homes and an orphanage. She attended Van Nuys High School and began modeling while still in school.

### Career Highlights and Collaborations:
Monroe's career took off in the late 1940s, with significant performances in films like ""Gentlemen Prefer Blondes,"" ""Some Like It Hot,"" and ""The Seven Year Itch."" She worked with renowned directors such as Billy Wilder and is celebrated for her unique combination of beauty and comedic talent, which made her a major sex symbol in cinema.

### Important Events and Recognitions:
Monroe's life was marked by several poignant events, including her rise to fame, multiple marriages, and struggles with mental health. She received a Golden Globe Award for Best Actress in a Musical or Comedy for her role in ""Some Like It Hot."" Her tragic death on August 5, 1962, shocked the world and sparked numerous conspiracy theories and investigations.

### Legacy:
Marilyn Monroe remains a lasting symbol of Hollywood glamour and femininity, influencing countless artists and pop culture figures. Her films continue to be popular, and she is remembered not only for her talent but also as a complex figure navigating the challenges of fame, mental health, and gender in a demanding industry. Monroe's image and persona have endured through decades, securing her place as a cultural icon.",What were some of Marilyn Monroe's significant films from her career?,"Significant films include ""Gentlemen Prefer Blondes,"" ""Some Like It Hot,"" and ""The Seven Year Itch.""",Career Highlights and Collaborations
Marilyn Monroe,"Marilyn Monroe was an iconic American actress, model, and singer, born in Los Angeles, California, on June 1, 1926.

### Early life and family background:
**Parents**: Her mother, Gladys Pearl Baker, was a film cutter and her father was reportedly unknown but speculated to be Edward Mortensen. **Siblings**: Marilyn had one half-sister, Berniece Baker Miracle. **Spouse**: She was married three times, to James Dougherty, Joe DiMaggio, and Arthur Miller. **Children**: Monroe did not have any children. **Schooling and early life events**: Monroe spent much of her childhood in foster homes and an orphanage. She attended Van Nuys High School and began modeling while still in school.

### Career Highlights and Collaborations:
Monroe's career took off in the late 1940s, with significant performances in films like ""Gentlemen Prefer Blondes,"" ""Some Like It Hot,"" and ""The Seven Year Itch."" She worked with renowned directors such as Billy Wilder and is celebrated for her unique combination of beauty and comedic talent, which made her a major sex symbol in cinema.

### Important Events and Recognitions:
Monroe's life was marked by several poignant events, including her rise to fame, multiple marriages, and struggles with mental health. She received a Golden Globe Award for Best Actress in a Musical or Comedy for her role in ""Some Like It Hot."" Her tragic death on August 5, 1962, shocked the world and sparked numerous conspiracy theories and investigations.

### Legacy:
Marilyn Monroe remains a lasting symbol of Hollywood glamour and femininity, influencing countless artists and pop culture figures. Her films continue to be popular, and she is remembered not only for her talent but also as a complex figure navigating the challenges of fame, mental health, and gender in a demanding industry. Monroe's image and persona have endured through decades, securing her place as a cultural icon.","What significant award did Marilyn Monroe receive for her role in ""Some Like It Hot""?",She received a Golden Globe Award for Best Actress in a Musical or Comedy.,Important Events and Recognitions
Marilyn Monroe,"Marilyn Monroe was an iconic American actress, model, and singer, born in Los Angeles, California, on June 1, 1926.

### Early life and family background:
**Parents**: Her mother, Gladys Pearl Baker, was a film cutter and her father was reportedly unknown but speculated to be Edward Mortensen. **Siblings**: Marilyn had one half-sister, Berniece Baker Miracle. **Spouse**: She was married three times, to James Dougherty, Joe DiMaggio, and Arthur Miller. **Children**: Monroe did not have any children. **Schooling and early life events**: Monroe spent much of her childhood in foster homes and an orphanage. She attended Van Nuys High School and began modeling while still in school.

### Career Highlights and Collaborations:
Monroe's career took off in the late 1940s, with significant performances in films like ""Gentlemen Prefer Blondes,"" ""Some Like It Hot,"" and ""The Seven Year Itch."" She worked with renowned directors such as Billy Wilder and is celebrated for her unique combination of beauty and comedic talent, which made her a major sex symbol in cinema.

### Important Events and Recognitions:
Monroe's life was marked by several poignant events, including her rise to fame, multiple marriages, and struggles with mental health. She received a Golden Globe Award for Best Actress in a Musical or Comedy for her role in ""Some Like It Hot."" Her tragic death on August 5, 1962, shocked the world and sparked numerous conspiracy theories and investigations.

### Legacy:
Marilyn Monroe remains a lasting symbol of Hollywood glamour and femininity, influencing countless artists and pop culture figures. Her films continue to be popular, and she is remembered not only for her talent but also as a complex figure navigating the challenges of fame, mental health, and gender in a demanding industry. Monroe's image and persona have endured through decades, securing her place as a cultural icon.",In what way does Marilyn Monroe’s legacy continue to impact pop culture?,"She remains a lasting symbol of Hollywood glamour and femininity, influencing countless artists and figures in pop culture.",Legacy
Julia Roberts,"Julia Roberts is an acclaimed American actress and producer, born on October 28, 1967, in Smyrna, Georgia.

### Early life and family background: 
**Parents**: Julia Roberts was born to Betty Lou Bredemus, a church secretary, and Walter Grady Roberts, a stage actor.  
**Siblings**: She has two siblings, Eric Roberts, an actor, and Lisa Roberts Gillan, a director and actress.  
**Spouse**: Julia was previously married to Lyle Lovett from 1993 to 1995, and she is now married to Daniel Moder, a cinematographer, since 2002.  
**Children**: She has three children with Moder: twins Hazel and Phinnaeus, born in 2004, and a son, Henry, born in 2007.  
**Schooling and early life events**: Julia grew up in a relatively artistic household, often surrounded by theater and creativity, later graduating from Campbell High School in Smyrna and attending Georgia State University.

### Career Highlights and Collaborations:
Julia Roberts rose to fame in the early 1990s, starring in iconic films such as ""Pretty Woman"" (1990), which established her as a leading actress. She continued to deliver notable performances in films like ""Steel Magnolias"" (1989), ""Notting Hill"" (1999), and ""Erin Brockovich"" (2000), the latter earning her an Academy Award for Best Actress. She has collaborated with prominent directors and actors throughout her career, including Gary Marshall, Steven Soderbergh, and Richard Gere, consistently receiving critical acclaim for her versatility across genres.

### Important Events and Recognitions:
Key milestones in her career include receiving the Academy Award, three Golden Globe Awards, and being named one of People magazine's ""Most Beautiful People"" multiple times. In 2010, she was awarded the Best Actress Award at the Berlin International Film Festival. Her performance in ""Erin Brockovich"" not only won her accolades but also made a significant impact on environmental awareness.

### Legacy:
Julia Roberts is often referred to as one of Hollywood's most bankable stars, known for her charm and ability to connect with audiences. Her contributions to film have paved the way for future female leads and have inspired many in the industry. Through her body of work, Roberts has left an indelible mark on cinema, ensuring her place as a beloved icon in the entertainment world.",What is Julia Roberts' date of birth and place of birth?,"Julia Roberts was born on October 28, 1967, in Smyrna, Georgia.",Basic Information
Julia Roberts,"Julia Roberts is an acclaimed American actress and producer, born on October 28, 1967, in Smyrna, Georgia.

### Early life and family background: 
**Parents**: Julia Roberts was born to Betty Lou Bredemus, a church secretary, and Walter Grady Roberts, a stage actor.  
**Siblings**: She has two siblings, Eric Roberts, an actor, and Lisa Roberts Gillan, a director and actress.  
**Spouse**: Julia was previously married to Lyle Lovett from 1993 to 1995, and she is now married to Daniel Moder, a cinematographer, since 2002.  
**Children**: She has three children with Moder: twins Hazel and Phinnaeus, born in 2004, and a son, Henry, born in 2007.  
**Schooling and early life events**: Julia grew up in a relatively artistic household, often surrounded by theater and creativity, later graduating from Campbell High School in Smyrna and attending Georgia State University.

### Career Highlights and Collaborations:
Julia Roberts rose to fame in the early 1990s, starring in iconic films such as ""Pretty Woman"" (1990), which established her as a leading actress. She continued to deliver notable performances in films like ""Steel Magnolias"" (1989), ""Notting Hill"" (1999), and ""Erin Brockovich"" (2000), the latter earning her an Academy Award for Best Actress. She has collaborated with prominent directors and actors throughout her career, including Gary Marshall, Steven Soderbergh, and Richard Gere, consistently receiving critical acclaim for her versatility across genres.

### Important Events and Recognitions:
Key milestones in her career include receiving the Academy Award, three Golden Globe Awards, and being named one of People magazine's ""Most Beautiful People"" multiple times. In 2010, she was awarded the Best Actress Award at the Berlin International Film Festival. Her performance in ""Erin Brockovich"" not only won her accolades but also made a significant impact on environmental awareness.

### Legacy:
Julia Roberts is often referred to as one of Hollywood's most bankable stars, known for her charm and ability to connect with audiences. Her contributions to film have paved the way for future female leads and have inspired many in the industry. Through her body of work, Roberts has left an indelible mark on cinema, ensuring her place as a beloved icon in the entertainment world.",What are the names of Julia Roberts' parents and their professions?,"Julia Roberts' parents are Betty Lou Bredemus, a church secretary, and Walter Grady Roberts, a stage actor.",Early life and family background
Julia Roberts,"Julia Roberts is an acclaimed American actress and producer, born on October 28, 1967, in Smyrna, Georgia.

### Early life and family background: 
**Parents**: Julia Roberts was born to Betty Lou Bredemus, a church secretary, and Walter Grady Roberts, a stage actor.  
**Siblings**: She has two siblings, Eric Roberts, an actor, and Lisa Roberts Gillan, a director and actress.  
**Spouse**: Julia was previously married to Lyle Lovett from 1993 to 1995, and she is now married to Daniel Moder, a cinematographer, since 2002.  
**Children**: She has three children with Moder: twins Hazel and Phinnaeus, born in 2004, and a son, Henry, born in 2007.  
**Schooling and early life events**: Julia grew up in a relatively artistic household, often surrounded by theater and creativity, later graduating from Campbell High School in Smyrna and attending Georgia State University.

### Career Highlights and Collaborations:
Julia Roberts rose to fame in the early 1990s, starring in iconic films such as ""Pretty Woman"" (1990), which established her as a leading actress. She continued to deliver notable performances in films like ""Steel Magnolias"" (1989), ""Notting Hill"" (1999), and ""Erin Brockovich"" (2000), the latter earning her an Academy Award for Best Actress. She has collaborated with prominent directors and actors throughout her career, including Gary Marshall, Steven Soderbergh, and Richard Gere, consistently receiving critical acclaim for her versatility across genres.

### Important Events and Recognitions:
Key milestones in her career include receiving the Academy Award, three Golden Globe Awards, and being named one of People magazine's ""Most Beautiful People"" multiple times. In 2010, she was awarded the Best Actress Award at the Berlin International Film Festival. Her performance in ""Erin Brockovich"" not only won her accolades but also made a significant impact on environmental awareness.

### Legacy:
Julia Roberts is often referred to as one of Hollywood's most bankable stars, known for her charm and ability to connect with audiences. Her contributions to film have paved the way for future female leads and have inspired many in the industry. Through her body of work, Roberts has left an indelible mark on cinema, ensuring her place as a beloved icon in the entertainment world.",Which movie is often credited with establishing Julia Roberts as a leading actress?,"""Pretty Woman"" (1990) is often credited with establishing Julia Roberts as a leading actress.",Career Highlights and Collaborations
Julia Roberts,"Julia Roberts is an acclaimed American actress and producer, born on October 28, 1967, in Smyrna, Georgia.

### Early life and family background: 
**Parents**: Julia Roberts was born to Betty Lou Bredemus, a church secretary, and Walter Grady Roberts, a stage actor.  
**Siblings**: She has two siblings, Eric Roberts, an actor, and Lisa Roberts Gillan, a director and actress.  
**Spouse**: Julia was previously married to Lyle Lovett from 1993 to 1995, and she is now married to Daniel Moder, a cinematographer, since 2002.  
**Children**: She has three children with Moder: twins Hazel and Phinnaeus, born in 2004, and a son, Henry, born in 2007.  
**Schooling and early life events**: Julia grew up in a relatively artistic household, often surrounded by theater and creativity, later graduating from Campbell High School in Smyrna and attending Georgia State University.

### Career Highlights and Collaborations:
Julia Roberts rose to fame in the early 1990s, starring in iconic films such as ""Pretty Woman"" (1990), which established her as a leading actress. She continued to deliver notable performances in films like ""Steel Magnolias"" (1989), ""Notting Hill"" (1999), and ""Erin Brockovich"" (2000), the latter earning her an Academy Award for Best Actress. She has collaborated with prominent directors and actors throughout her career, including Gary Marshall, Steven Soderbergh, and Richard Gere, consistently receiving critical acclaim for her versatility across genres.

### Important Events and Recognitions:
Key milestones in her career include receiving the Academy Award, three Golden Globe Awards, and being named one of People magazine's ""Most Beautiful People"" multiple times. In 2010, she was awarded the Best Actress Award at the Berlin International Film Festival. Her performance in ""Erin Brockovich"" not only won her accolades but also made a significant impact on environmental awareness.

### Legacy:
Julia Roberts is often referred to as one of Hollywood's most bankable stars, known for her charm and ability to connect with audiences. Her contributions to film have paved the way for future female leads and have inspired many in the industry. Through her body of work, Roberts has left an indelible mark on cinema, ensuring her place as a beloved icon in the entertainment world.","What notable award did Julia Roberts win for her performance in ""Erin Brockovich""?","Julia Roberts won the Academy Award for Best Actress for her performance in ""Erin Brockovich.""",Important Events and Recognitions
Julia Roberts,"Julia Roberts is an acclaimed American actress and producer, born on October 28, 1967, in Smyrna, Georgia.

### Early life and family background: 
**Parents**: Julia Roberts was born to Betty Lou Bredemus, a church secretary, and Walter Grady Roberts, a stage actor.  
**Siblings**: She has two siblings, Eric Roberts, an actor, and Lisa Roberts Gillan, a director and actress.  
**Spouse**: Julia was previously married to Lyle Lovett from 1993 to 1995, and she is now married to Daniel Moder, a cinematographer, since 2002.  
**Children**: She has three children with Moder: twins Hazel and Phinnaeus, born in 2004, and a son, Henry, born in 2007.  
**Schooling and early life events**: Julia grew up in a relatively artistic household, often surrounded by theater and creativity, later graduating from Campbell High School in Smyrna and attending Georgia State University.

### Career Highlights and Collaborations:
Julia Roberts rose to fame in the early 1990s, starring in iconic films such as ""Pretty Woman"" (1990), which established her as a leading actress. She continued to deliver notable performances in films like ""Steel Magnolias"" (1989), ""Notting Hill"" (1999), and ""Erin Brockovich"" (2000), the latter earning her an Academy Award for Best Actress. She has collaborated with prominent directors and actors throughout her career, including Gary Marshall, Steven Soderbergh, and Richard Gere, consistently receiving critical acclaim for her versatility across genres.

### Important Events and Recognitions:
Key milestones in her career include receiving the Academy Award, three Golden Globe Awards, and being named one of People magazine's ""Most Beautiful People"" multiple times. In 2010, she was awarded the Best Actress Award at the Berlin International Film Festival. Her performance in ""Erin Brockovich"" not only won her accolades but also made a significant impact on environmental awareness.

### Legacy:
Julia Roberts is often referred to as one of Hollywood's most bankable stars, known for her charm and ability to connect with audiences. Her contributions to film have paved the way for future female leads and have inspired many in the industry. Through her body of work, Roberts has left an indelible mark on cinema, ensuring her place as a beloved icon in the entertainment world.",How has Julia Roberts influenced future female leads in Hollywood?,Julia Roberts has paved the way for future female leads and inspired many in the industry through her contributions to film.,Legacy
Nicole Kidman,"Nicole Kidman is an acclaimed Australian actress and producer, born on June 20, 1967, in Honolulu, Hawaii, USA.

### Early life and family background:
**Parents**: Nicole is the daughter of Janelle Ann (née Haylon), a nursing instructor, and Antony Kidman, a clinical psychologist and author. **Siblings**: She has one sibling, a younger sister named Antonia. **Spouse**: Kidman has been married to Keith Urban since 2006; she was previously married to Tom Cruise from 1990 to 2001. **Children**: She has four children: Bella and Connor (whom she adopted during her marriage to Cruise) and Sunday Rose and Faith Margaret (her biological daughters with Urban). **Schooling and early life events**: Nicole grew up in Sydney, Australia, where she took drama classes at the Australian Theatre for Young People and attended North Sydney Girls' High School. 

### Career Highlights and Collaborations:
Nicole Kidman began her career in Australia with films like ""Bush Christmas"" (1983) and gained international fame with ""Days of Thunder"" (1990) alongside Tom Cruise. She has collaborated with prominent directors such as Stanley Kubrick in ""Eyes Wide Shut"" (1999), Baz Luhrmann in ""Moulin Rouge!"" (2001), and Jean-Marc Vallée in ""Big Little Lies"" (2017-2019). Kidman has demonstrated her versatility in various genres ranging from drama to thriller and has produced several projects through her production company, Blossom Films.

### Important Events and Recognitions:
Throughout her career, Kidman has received numerous accolades, including an Academy Award for Best Actress for her role in ""The Hours"" (2002), multiple Golden Globe Awards, and a Primetime Emmy Award for her performance in ""Big Little Lies."" She has been honored with a star on the Hollywood Walk of Fame and is recognized for her contributions to film and television.

### Legacy:
Nicole Kidman is regarded as one of the most talented actresses of her generation, known for her ability to inhabit diverse roles with depth and authenticity. Her impact on the film industry goes beyond her performances, as she has also been a vocal advocate for women's rights and mental health awareness. Kidman's body of work continues to inspire aspiring actors and filmmakers worldwide.",What is the birth date and place of Nicole Kidman?,"Nicole Kidman was born on June 20, 1967, in Honolulu, Hawaii, USA.",Basic Information
Nicole Kidman,"Nicole Kidman is an acclaimed Australian actress and producer, born on June 20, 1967, in Honolulu, Hawaii, USA.

### Early life and family background:
**Parents**: Nicole is the daughter of Janelle Ann (née Haylon), a nursing instructor, and Antony Kidman, a clinical psychologist and author. **Siblings**: She has one sibling, a younger sister named Antonia. **Spouse**: Kidman has been married to Keith Urban since 2006; she was previously married to Tom Cruise from 1990 to 2001. **Children**: She has four children: Bella and Connor (whom she adopted during her marriage to Cruise) and Sunday Rose and Faith Margaret (her biological daughters with Urban). **Schooling and early life events**: Nicole grew up in Sydney, Australia, where she took drama classes at the Australian Theatre for Young People and attended North Sydney Girls' High School. 

### Career Highlights and Collaborations:
Nicole Kidman began her career in Australia with films like ""Bush Christmas"" (1983) and gained international fame with ""Days of Thunder"" (1990) alongside Tom Cruise. She has collaborated with prominent directors such as Stanley Kubrick in ""Eyes Wide Shut"" (1999), Baz Luhrmann in ""Moulin Rouge!"" (2001), and Jean-Marc Vallée in ""Big Little Lies"" (2017-2019). Kidman has demonstrated her versatility in various genres ranging from drama to thriller and has produced several projects through her production company, Blossom Films.

### Important Events and Recognitions:
Throughout her career, Kidman has received numerous accolades, including an Academy Award for Best Actress for her role in ""The Hours"" (2002), multiple Golden Globe Awards, and a Primetime Emmy Award for her performance in ""Big Little Lies."" She has been honored with a star on the Hollywood Walk of Fame and is recognized for her contributions to film and television.

### Legacy:
Nicole Kidman is regarded as one of the most talented actresses of her generation, known for her ability to inhabit diverse roles with depth and authenticity. Her impact on the film industry goes beyond her performances, as she has also been a vocal advocate for women's rights and mental health awareness. Kidman's body of work continues to inspire aspiring actors and filmmakers worldwide.",Who are Nicole Kidman's parents and what are their professions?,"Nicole's parents are Janelle Ann, a nursing instructor, and Antony Kidman, a clinical psychologist and author.",Early life and family background
Nicole Kidman,"Nicole Kidman is an acclaimed Australian actress and producer, born on June 20, 1967, in Honolulu, Hawaii, USA.

### Early life and family background:
**Parents**: Nicole is the daughter of Janelle Ann (née Haylon), a nursing instructor, and Antony Kidman, a clinical psychologist and author. **Siblings**: She has one sibling, a younger sister named Antonia. **Spouse**: Kidman has been married to Keith Urban since 2006; she was previously married to Tom Cruise from 1990 to 2001. **Children**: She has four children: Bella and Connor (whom she adopted during her marriage to Cruise) and Sunday Rose and Faith Margaret (her biological daughters with Urban). **Schooling and early life events**: Nicole grew up in Sydney, Australia, where she took drama classes at the Australian Theatre for Young People and attended North Sydney Girls' High School. 

### Career Highlights and Collaborations:
Nicole Kidman began her career in Australia with films like ""Bush Christmas"" (1983) and gained international fame with ""Days of Thunder"" (1990) alongside Tom Cruise. She has collaborated with prominent directors such as Stanley Kubrick in ""Eyes Wide Shut"" (1999), Baz Luhrmann in ""Moulin Rouge!"" (2001), and Jean-Marc Vallée in ""Big Little Lies"" (2017-2019). Kidman has demonstrated her versatility in various genres ranging from drama to thriller and has produced several projects through her production company, Blossom Films.

### Important Events and Recognitions:
Throughout her career, Kidman has received numerous accolades, including an Academy Award for Best Actress for her role in ""The Hours"" (2002), multiple Golden Globe Awards, and a Primetime Emmy Award for her performance in ""Big Little Lies."" She has been honored with a star on the Hollywood Walk of Fame and is recognized for her contributions to film and television.

### Legacy:
Nicole Kidman is regarded as one of the most talented actresses of her generation, known for her ability to inhabit diverse roles with depth and authenticity. Her impact on the film industry goes beyond her performances, as she has also been a vocal advocate for women's rights and mental health awareness. Kidman's body of work continues to inspire aspiring actors and filmmakers worldwide.",What film helped Nicole Kidman gain international fame?,"Nicole Kidman gained international fame with ""Days of Thunder"" (1990) alongside Tom Cruise.",Career Highlights and Collaborations
Nicole Kidman,"Nicole Kidman is an acclaimed Australian actress and producer, born on June 20, 1967, in Honolulu, Hawaii, USA.

### Early life and family background:
**Parents**: Nicole is the daughter of Janelle Ann (née Haylon), a nursing instructor, and Antony Kidman, a clinical psychologist and author. **Siblings**: She has one sibling, a younger sister named Antonia. **Spouse**: Kidman has been married to Keith Urban since 2006; she was previously married to Tom Cruise from 1990 to 2001. **Children**: She has four children: Bella and Connor (whom she adopted during her marriage to Cruise) and Sunday Rose and Faith Margaret (her biological daughters with Urban). **Schooling and early life events**: Nicole grew up in Sydney, Australia, where she took drama classes at the Australian Theatre for Young People and attended North Sydney Girls' High School. 

### Career Highlights and Collaborations:
Nicole Kidman began her career in Australia with films like ""Bush Christmas"" (1983) and gained international fame with ""Days of Thunder"" (1990) alongside Tom Cruise. She has collaborated with prominent directors such as Stanley Kubrick in ""Eyes Wide Shut"" (1999), Baz Luhrmann in ""Moulin Rouge!"" (2001), and Jean-Marc Vallée in ""Big Little Lies"" (2017-2019). Kidman has demonstrated her versatility in various genres ranging from drama to thriller and has produced several projects through her production company, Blossom Films.

### Important Events and Recognitions:
Throughout her career, Kidman has received numerous accolades, including an Academy Award for Best Actress for her role in ""The Hours"" (2002), multiple Golden Globe Awards, and a Primetime Emmy Award for her performance in ""Big Little Lies."" She has been honored with a star on the Hollywood Walk of Fame and is recognized for her contributions to film and television.

### Legacy:
Nicole Kidman is regarded as one of the most talented actresses of her generation, known for her ability to inhabit diverse roles with depth and authenticity. Her impact on the film industry goes beyond her performances, as she has also been a vocal advocate for women's rights and mental health awareness. Kidman's body of work continues to inspire aspiring actors and filmmakers worldwide.",For which film did Nicole Kidman win an Academy Award for Best Actress?,"Nicole Kidman won an Academy Award for Best Actress for her role in ""The Hours"" (2002).",Important Events and Recognitions
Nicole Kidman,"Nicole Kidman is an acclaimed Australian actress and producer, born on June 20, 1967, in Honolulu, Hawaii, USA.

### Early life and family background:
**Parents**: Nicole is the daughter of Janelle Ann (née Haylon), a nursing instructor, and Antony Kidman, a clinical psychologist and author. **Siblings**: She has one sibling, a younger sister named Antonia. **Spouse**: Kidman has been married to Keith Urban since 2006; she was previously married to Tom Cruise from 1990 to 2001. **Children**: She has four children: Bella and Connor (whom she adopted during her marriage to Cruise) and Sunday Rose and Faith Margaret (her biological daughters with Urban). **Schooling and early life events**: Nicole grew up in Sydney, Australia, where she took drama classes at the Australian Theatre for Young People and attended North Sydney Girls' High School. 

### Career Highlights and Collaborations:
Nicole Kidman began her career in Australia with films like ""Bush Christmas"" (1983) and gained international fame with ""Days of Thunder"" (1990) alongside Tom Cruise. She has collaborated with prominent directors such as Stanley Kubrick in ""Eyes Wide Shut"" (1999), Baz Luhrmann in ""Moulin Rouge!"" (2001), and Jean-Marc Vallée in ""Big Little Lies"" (2017-2019). Kidman has demonstrated her versatility in various genres ranging from drama to thriller and has produced several projects through her production company, Blossom Films.

### Important Events and Recognitions:
Throughout her career, Kidman has received numerous accolades, including an Academy Award for Best Actress for her role in ""The Hours"" (2002), multiple Golden Globe Awards, and a Primetime Emmy Award for her performance in ""Big Little Lies."" She has been honored with a star on the Hollywood Walk of Fame and is recognized for her contributions to film and television.

### Legacy:
Nicole Kidman is regarded as one of the most talented actresses of her generation, known for her ability to inhabit diverse roles with depth and authenticity. Her impact on the film industry goes beyond her performances, as she has also been a vocal advocate for women's rights and mental health awareness. Kidman's body of work continues to inspire aspiring actors and filmmakers worldwide.",How is Nicole Kidman regarded in terms of her acting talent?,Nicole Kidman is regarded as one of the most talented actresses of her generation.,Legacy
Cate Blanchett,"Cate Blanchett is an acclaimed Australian actress and producer, born on May 14, 1969, in Melbourne, Australia.

### Early life and family background: 
**Parents**: Cate’s father, Bob Blanchett, was a merchant navy officer, and her mother, June Blanchett, worked as a school teacher.  
**Siblings**: She has one brother, Bob Blanchett, and one sister, Genevieve Blanchett.  
**Spouse**: Cate is married to playwright and director Andrew Upton, whom she wed in 1997.  
**Children**: The couple has three children: Dashiell, Roman, and Ignatius.  
**Schooling and early life events**: Cate attended Ivanhoe Girls' Grammar School and later graduated from the University of Melbourne with a Bachelor of Fine Arts (Acting) in 1992. She began her career in theatre, which laid the foundation for her future in film.

### Career Highlights and Collaborations:
Cate Blanchett has had a remarkable career with standout performances in films such as ""Elizabeth,"" for which she received her first Academy Award nomination, and ""Blue Jasmine,"" which earned her an Oscar for Best Actress. She has collaborated with renowned directors such as Peter Jackson in ""The Lord of the Rings"" trilogy and Guillermo del Toro in ""Nightmare Alley."" Blanchett's versatility allows her to seamlessly transition between genres, leading to iconic roles in both indie films and major blockbusters.

### Important Events and Recognitions:
Throughout her career, Blanchett has received numerous awards and accolades, including two Academy Awards, three BAFTA Awards, and three Golden Globe Awards. She was also named a Knight of the Order of Arts and Letters in France in 2012 and has served as the president of the jury at the Cannes Film Festival. Additionally, she has been recognized for her advocacy work, particularly concerning women's rights and environmental issues.

### Legacy:
Cate Blanchett is regarded as one of the finest actresses of her generation, known for her commitment to her craft and her ability to inhabit a wide range of characters. Her performances have inspired audiences and other actors alike, cementing her place in cinematic history as a transformative figure in the film industry. Through her work, she has also advanced discussions on gender equity in Hollywood, contributing to a broader cultural conversation on representation in the arts.",What is Cate Blanchett's date of birth and place of birth?,"Cate Blanchett was born on May 14, 1969, in Melbourne, Australia.",Basic Information
Cate Blanchett,"Cate Blanchett is an acclaimed Australian actress and producer, born on May 14, 1969, in Melbourne, Australia.

### Early life and family background: 
**Parents**: Cate’s father, Bob Blanchett, was a merchant navy officer, and her mother, June Blanchett, worked as a school teacher.  
**Siblings**: She has one brother, Bob Blanchett, and one sister, Genevieve Blanchett.  
**Spouse**: Cate is married to playwright and director Andrew Upton, whom she wed in 1997.  
**Children**: The couple has three children: Dashiell, Roman, and Ignatius.  
**Schooling and early life events**: Cate attended Ivanhoe Girls' Grammar School and later graduated from the University of Melbourne with a Bachelor of Fine Arts (Acting) in 1992. She began her career in theatre, which laid the foundation for her future in film.

### Career Highlights and Collaborations:
Cate Blanchett has had a remarkable career with standout performances in films such as ""Elizabeth,"" for which she received her first Academy Award nomination, and ""Blue Jasmine,"" which earned her an Oscar for Best Actress. She has collaborated with renowned directors such as Peter Jackson in ""The Lord of the Rings"" trilogy and Guillermo del Toro in ""Nightmare Alley."" Blanchett's versatility allows her to seamlessly transition between genres, leading to iconic roles in both indie films and major blockbusters.

### Important Events and Recognitions:
Throughout her career, Blanchett has received numerous awards and accolades, including two Academy Awards, three BAFTA Awards, and three Golden Globe Awards. She was also named a Knight of the Order of Arts and Letters in France in 2012 and has served as the president of the jury at the Cannes Film Festival. Additionally, she has been recognized for her advocacy work, particularly concerning women's rights and environmental issues.

### Legacy:
Cate Blanchett is regarded as one of the finest actresses of her generation, known for her commitment to her craft and her ability to inhabit a wide range of characters. Her performances have inspired audiences and other actors alike, cementing her place in cinematic history as a transformative figure in the film industry. Through her work, she has also advanced discussions on gender equity in Hollywood, contributing to a broader cultural conversation on representation in the arts.",What were Cate Blanchett's parents' professions?,"Cate’s father, Bob Blanchett, was a merchant navy officer, and her mother, June Blanchett, worked as a school teacher.",Early life and family background
